pincode,district,state
505184,peddapalli,telangana
505185,peddapalli,telangana
505186,karimnagar,telangana
505187,peddapalli,telangana
505188,peddapalli,telangana
505208,peddapalli,telangana
505209,peddapalli,telangana
505210,peddapalli,telangana
505211,peddapalli,telangana
505212,peddapalli,telangana
505214,peddapalli,telangana
505215,peddapalli,telangana
505301,rajanna sircilla,telangana
505302,rajanna sircilla,telangana
505303,rajanna sircilla,telangana
505304,rajanna sircilla,telangana
505305,rajanna sircilla,telangana
505306,jagitial,telangana
505307,rajanna sircilla,telangana
505325,jagitial,telangana
505326,jagitial,telangana
505327,jagitial,telangana
505330,jagitial,telangana
505331,jagitial,telangana
505401,rajanna sircilla,telangana
505402,rajanna sircilla,telangana
505403,rajanna sircilla,telangana
505404,rajanna sircilla,telangana
505405,rajanna sircilla,telangana
505415,karimnagar,telangana
505416,jagitial,telangana
505425,jagitial,telangana
505445,karimnagar,telangana
505450,jagitial,telangana
505451,karimnagar,telangana
505452,jagitial,telangana
505453,jagitial,telangana
505454,jagitial,telangana
505455,jagitial,telangana
505460,jagitial,telangana
505462,jagitial,telangana
505466,siddipet,telangana
505467,siddipet,telangana
505468,karimnagar,telangana
505469,karimnagar,telangana
505470,karimnagar,telangana
505471,hanumakonda,telangana
505472,karimnagar,telangana
505473,siddipet,telangana
505474,karimnagar,telangana
505475,karimnagar,telangana
505476,hanumakonda,telangana
505480,karimnagar,telangana
505481,karimnagar,telangana
505490,karimnagar,telangana
505497,hanumakonda,telangana
505498,karimnagar,telangana
505501,jagitial,telangana
505502,karimnagar,telangana
505503,jayashankar bhupalapally,telangana
505504,jayashankar bhupalapally,telangana
505505,karimnagar,telangana
505506,peddapalli,telangana
505514,peddapalli,telangana
505524,rajanna sircilla,telangana
505525,peddapalli,telangana
505526,jagitial,telangana
505527,karimnagar,telangana
505528,siddipet,telangana
505529,jagitial,telangana
505530,karimnagar,telangana
505531,karimnagar,telangana
505532,jagitial,telangana
506001,hanumakonda,telangana
506002,hanumakonda,telangana
506003,hanumakonda,telangana
506004,hanumakonda,telangana
506005,hanumakonda,telangana
506006,hanumakonda,telangana
506007,hanumakonda,telangana
506008,hanumakonda,telangana
506009,hanumakonda,telangana
506011,hanumakonda,telangana
506013,hanumakonda,telangana
506015,hanumakonda,telangana
506101,mahabubabad,telangana
506102,mahabubabad,telangana
506103,mahabubabad,telangana
506104,mahabubabad,telangana
506105,mahabubabad,telangana
506112,warangal,telangana
506122,warangal,telangana
506132,warangal,telangana
506134,mahabubabad,telangana
506135,mahabubabad,telangana
506142,hanumakonda,telangana
506143,jangoan,telangana
506144,jangoan,telangana
506145,jangoan,telangana
506146,jangoan,telangana
506151,hanumakonda,telangana
506163,hanumakonda,telangana
506164,warangal,telangana
506165,mulugu,telangana
506166,hanumakonda,telangana
506167,jangoan,telangana
506168,jayashankar bhupalapally,telangana
506169,jayashankar bhupalapally,telangana
506170,jayashankar bhupalapally,telangana
506172,mulugu,telangana
506175,jangoan,telangana
506201,jangoan,telangana
506221,jangoan,telangana
506222,jangoan,telangana
506223,siddipet,telangana
506224,jangoan,telangana
506244,jangoan,telangana
506252,jangoan,telangana
506301,jangoan,telangana
506302,jangoan,telangana
506303,jangoan,telangana
506310,hanumakonda,telangana
506313,nan,nan
506314,warangal,telangana
506315,mahabubabad,telangana
506316,jangoan,telangana
506317,mahabubabad,telangana
506318,mahabubabad,telangana
506319,jayashankar bhupalapally,telangana
506324,mahabubabad,telangana
506325,mahabubabad,telangana
506329,warangal,telangana
506330,hanumakonda,telangana
506331,warangal,telangana
506332,mahabubabad,telangana
506333,warangal,telangana
506342,warangal,telangana
506343,mulugu,telangana
506344,mulugu,telangana
506345,jayashankar bhupalapally,telangana
506347,mulugu,telangana
506348,jayashankar bhupalapally,telangana
506349,mulugu,telangana
506350,warangal,telangana
506352,mulugu,telangana
506355,siddipet,telangana
506356,jayashankar bhupalapally,telangana
506365,warangal,telangana
506366,jayashankar bhupalapally,telangana
506367,siddipet,telangana
506368,mahabubabad,telangana
506369,warangal,telangana
506370,hanumakonda,telangana
506371,hanumakonda,telangana
506381,mahabubabad,telangana
506391,warangal,telangana
507001,khammam,telangana
507002,khammam,telangana
507003,khammam,telangana
507101,bhadradri kothagudem,telangana
507103,bhadradri kothagudem,telangana
507111,bhadradri kothagudem,telangana
507112,bhadradri kothagudem,telangana
507114,bhadradri kothagudem,telangana
507115,bhadradri kothagudem,telangana
507116,bhadradri kothagudem,telangana
507117,bhadradri kothagudem,telangana
507118,bhadradri kothagudem,telangana
507119,bhadradri kothagudem,telangana
507120,bhadradri kothagudem,telangana
507122,khammam,telangana
507123,bhadradri kothagudem,telangana
507124,bhadradri kothagudem,telangana
507125,bhadradri kothagudem,telangana
507126,bhadradri kothagudem,telangana
507127,bhadradri kothagudem,telangana
507128,bhadradri kothagudem,telangana
507133,mulugu,telangana
507136,mulugu,telangana
507137,bhadradri kothagudem,telangana
507140,bhadradri kothagudem,telangana
507154,bhadradri kothagudem,telangana
507157,khammam,telangana
507158,khammam,telangana
507159,khammam,telangana
507160,khammam,telangana
507161,khammam,telangana
507163,khammam,telangana
507164,khammam,telangana
507165,khammam,telangana
507166,bhadradri kothagudem,telangana
507167,khammam,telangana
507168,khammam,telangana
507169,khammam,telangana
507170,khammam,telangana
507171,bhadradri kothagudem,telangana
507182,khammam,telangana
507183,khammam,telangana
507201,khammam,telangana
507202,khammam,telangana
507203,khammam,telangana
507204,khammam,telangana
507208,khammam,telangana
507209,khammam,telangana
507210,mahabubabad,telangana
507211,mahabubabad,telangana
507301,bhadradri kothagudem,telangana
507302,khammam,telangana
507303,khammam,telangana
507304,khammam,telangana
507305,khammam,telangana
507306,bhadradri kothagudem,telangana
507315,bhadradri kothagudem,telangana
507316,bhadradri kothagudem,telangana
507318,khammam,telangana
508001,nalgonda,telangana
508002,nalgonda,telangana
508004,nalgonda,telangana
508101,yadadri bhuvanagiri,telangana
508105,yadadri bhuvanagiri,telangana
508111,yadadri bhuvanagiri,telangana
508112,yadadri bhuvanagiri,telangana
508113,yadadri bhuvanagiri,telangana
508114,nalgonda,telangana
508115,yadadri bhuvanagiri,telangana
508116,yadadri bhuvanagiri,telangana
508117,yadadri bhuvanagiri,telangana
508126,yadadri bhuvanagiri,telangana
508201,suryapet,telangana
508202,nalgonda,telangana
508204,suryapet,telangana
508205,nalgonda,telangana
508206,suryapet,telangana
508207,nalgonda,telangana
508208,nalgonda,telangana
508210,nalgonda,telangana
508211,nalgonda,telangana
508212,suryapet,telangana
508213,suryapet,telangana
508214,suryapet,telangana
508217,nalgonda,telangana
508218,suryapet,telangana
508221,suryapet,telangana
508223,suryapet,telangana
508224,suryapet,telangana
508233,suryapet,telangana
508234,suryapet,telangana
508238,suryapet,telangana
508243,nalgonda,telangana
508244,nalgonda,telangana
508245,nalgonda,telangana
508246,suryapet,telangana
508247,nalgonda,telangana
508248,nalgonda,telangana
508250,nalgonda,telangana
508252,yadadri bhuvanagiri,telangana
508253,yadadri bhuvanagiri,telangana
508254,nalgonda,telangana
508255,nalgonda,telangana
508256,nalgonda,telangana
508257,nalgonda,telangana
508258,nalgonda,telangana
508266,nalgonda,telangana
508277,yadadri bhuvanagiri,telangana
508278,nalgonda,telangana
508279,suryapet,telangana
508280,suryapet,telangana
508284,yadadri bhuvanagiri,telangana
508285,yadadri bhuvanagiri,telangana
508286,yadadri bhuvanagiri,telangana
508355,nalgonda,telangana
508373,nalgonda,telangana
508374,nalgonda,telangana
508376,suryapet,telangana
508377,nalgonda,telangana
509001,mahabubnagar,telangana
509002,mahabubnagar,telangana
509102,nagarkurnool,telangana
509103,wanaparthy,telangana
509104,wanaparthy,telangana
509105,nagarkurnool,telangana
509106,wanaparthy,telangana
509110,wanaparthy,telangana
509120,wanaparthy,telangana
509125,jogulamba gadwal,telangana
509126,jogulamba gadwal,telangana
509127,jogulamba gadwal,telangana
509128,jogulamba gadwal,telangana
509129,jogulamba gadwal,telangana
509130,narayanpet,telangana
509131,wanaparthy,telangana
509132,jogulamba gadwal,telangana
509133,jogulamba gadwal,telangana
509135,jogulamba gadwal,telangana
509152,jogulamba gadwal,telangana
509153,jogulamba gadwal,telangana
509201,nagarkurnool,telangana
509202,mahabubnagar,telangana
509203,nagarkurnool,telangana
509204,mahabubnagar,telangana
509205,narayanpet,telangana
509206,wanaparthy,telangana
509207,ranga reddy,telangana
509208,narayanpet,telangana
509209,nagarkurnool,telangana
509210,narayanpet,telangana
509215,nagarkurnool,telangana
509216,ranga reddy,telangana
509217,ranga reddy,telangana
509219,mahabubnagar,telangana
509228,ranga reddy,telangana
509235,nagarkurnool,telangana
509301,mahabubnagar,telangana
509302,mahabubnagar,telangana
509311,narayanpet,telangana
509320,nagarkurnool,telangana
509321,ranga reddy,telangana
509324,nagarkurnool,telangana
509325,ranga reddy,telangana
509326,nagarkurnool,telangana
509327,ranga reddy,telangana
509328,ranga reddy,telangana
509334,mahabubnagar,telangana
509335,vikarabad,telangana
509336,vikarabad,telangana
509337,mahabubnagar,telangana
509338,vikarabad,telangana
509339,narayanpet,telangana
509340,mahabubnagar,telangana
509349,nagarkurnool,telangana
509350,vikarabad,telangana
509351,narayanpet,telangana
509352,narayanpet,telangana
509353,narayanpet,telangana
509357,mahabubnagar,telangana
509358,ranga reddy,telangana
509360,nagarkurnool,telangana
509371,mahabubnagar,telangana
509375,nagarkurnool,telangana
509376,nagarkurnool,telangana
509380,wanaparthy,telangana
509381,wanaparthy,telangana
509382,mahabubnagar,telangana
509385,nagarkurnool,telangana
509401,nagarkurnool,telangana
509406,nagarkurnool,telangana
509407,narayanpet,telangana
509408,ranga reddy,telangana
509409,mahabubnagar,telangana
509410,ranga reddy,telangana
509411,narayanpet,telangana
509412,nagarkurnool,telangana
515001,anantapur,andhra pradesh
515002,anantapur,andhra pradesh
515003,anantapur,andhra pradesh
515004,anantapur,andhra pradesh
515005,anantapur,andhra pradesh
515006,anantapur,andhra pradesh
515101,sri sathya sai,andhra pradesh
515110,sri sathya sai,andhra pradesh
515122,sri sathya sai,andhra pradesh
515123,sri sathya sai,andhra pradesh
515124,sri sathya sai,andhra pradesh
515133,sri sathya sai,andhra pradesh
515134,sri sathya sai,andhra pradesh
515144,sri sathya sai,andhra pradesh
515154,sri sathya sai,andhra pradesh
515159,sri sathya sai,andhra pradesh
515164,sri sathya sai,andhra pradesh
515201,anantapur,andhra pradesh
515202,sri sathya sai,andhra pradesh
515211,sri sathya sai,andhra pradesh
515212,sri sathya sai,andhra pradesh
515231,sri sathya sai,andhra pradesh
515241,sri sathya sai,andhra pradesh
515251,sri sathya sai,andhra pradesh
515261,sri sathya sai,andhra pradesh
515271,sri sathya sai,andhra pradesh
515281,sri sathya sai,andhra pradesh
515286,sri sathya sai,andhra pradesh
515291,sri sathya sai,andhra pradesh
515301,sri sathya sai,andhra pradesh
515303,anantapur,andhra pradesh
515305,sri sathya sai,andhra pradesh
515311,sri sathya sai,andhra pradesh
515321,sri sathya sai,andhra pradesh
515331,sri sathya sai,andhra pradesh
515341,sri sathya sai,andhra pradesh
515401,anantapur,andhra pradesh
515402,anantapur,andhra pradesh
515405,anantapur,andhra pradesh
515408,anantapur,andhra pradesh
515411,anantapur,andhra pradesh
515413,anantapur,andhra pradesh
515414,anantapur,andhra pradesh
515415,anantapur,andhra pradesh
515425,anantapur,andhra pradesh
515435,anantapur,andhra pradesh
515445,anantapur,andhra pradesh
515455,anantapur,andhra pradesh
515465,anantapur,andhra pradesh
515501,sri sathya sai,andhra pradesh
515511,sri sathya sai,andhra pradesh
515521,sri sathya sai,andhra pradesh
515531,sri sathya sai,andhra pradesh
515541,sri sathya sai,andhra pradesh
515551,sri sathya sai,andhra pradesh
515556,sri sathya sai,andhra pradesh
515561,anantapur,andhra pradesh
515571,sri sathya sai,andhra pradesh
515581,sri sathya sai,andhra pradesh
515591,sri sathya sai,andhra pradesh
515601,sri sathya sai,andhra pradesh
515611,anantapur,andhra pradesh
515621,sri sathya sai,andhra pradesh
515631,sri sathya sai,andhra pradesh
515641,sri sathya sai,andhra pradesh
515651,sri sathya sai,andhra pradesh
515661,sri sathya sai,andhra pradesh
515671,anantapur,andhra pradesh
515672,sri sathya sai,andhra pradesh
515701,anantapur,andhra pradesh
515711,anantapur,andhra pradesh
515721,anantapur,andhra pradesh
515722,anantapur,andhra pradesh
515731,anantapur,andhra pradesh
515741,anantapur,andhra pradesh
515751,anantapur,andhra pradesh
515761,anantapur,andhra pradesh
515763,anantapur,andhra pradesh
515765,anantapur,andhra pradesh
515766,anantapur,andhra pradesh
515767,anantapur,andhra pradesh
515774,anantapur,andhra pradesh
515775,anantapur,andhra pradesh
515787,anantapur,andhra pradesh
515801,anantapur,andhra pradesh
515803,anantapur,andhra pradesh
515812,anantapur,andhra pradesh
515822,anantapur,andhra pradesh
515832,anantapur,andhra pradesh
515842,anantapur,andhra pradesh
515863,anantapur,andhra pradesh
515865,anantapur,andhra pradesh
515867,anantapur,andhra pradesh
515870,anantapur,andhra pradesh
515871,anantapur,andhra pradesh
515872,anantapur,andhra pradesh
516001,y.s.r.,andhra pradesh
516002,y.s.r.,andhra pradesh
516003,y.s.r.,andhra pradesh
516004,y.s.r.,andhra pradesh
516005,y.s.r.,andhra pradesh
516101,y.s.r.,andhra pradesh
516104,y.s.r.,andhra pradesh
516105,annamayya,andhra pradesh
516107,y.s.r.,andhra pradesh
516108,y.s.r.,andhra pradesh
516110,y.s.r.,andhra pradesh
516115,y.s.r.,andhra pradesh
516126,y.s.r.,andhra pradesh
516127,y.s.r.,andhra pradesh
516128,y.s.r.,andhra pradesh
516129,y.s.r.,andhra pradesh
516130,y.s.r.,andhra pradesh
516150,y.s.r.,andhra pradesh
516151,y.s.r.,andhra pradesh
516152,y.s.r.,andhra pradesh
516162,y.s.r.,andhra pradesh
516163,y.s.r.,andhra pradesh
516172,y.s.r.,andhra pradesh
516173,y.s.r.,andhra pradesh
516175,y.s.r.,andhra pradesh
516193,y.s.r.,andhra pradesh
516203,y.s.r.,andhra pradesh
516213,y.s.r.,andhra pradesh
516214,y.s.r.,andhra pradesh
516215,y.s.r.,andhra pradesh
516216,y.s.r.,andhra pradesh
516217,y.s.r.,andhra pradesh
516218,y.s.r.,andhra pradesh
516227,y.s.r.,andhra pradesh
516228,y.s.r.,andhra pradesh
516233,y.s.r.,andhra pradesh
516237,y.s.r.,andhra pradesh
516247,y.s.r.,andhra pradesh
516257,y.s.r.,andhra pradesh
516259,y.s.r.,andhra pradesh
516267,y.s.r.,andhra pradesh
516268,y.s.r.,andhra pradesh
516269,y.s.r.,andhra pradesh
516270,y.s.r.,andhra pradesh
516289,y.s.r.,andhra pradesh
516293,y.s.r.,andhra pradesh
516309,y.s.r.,andhra pradesh
516310,y.s.r.,andhra pradesh
516311,y.s.r.,andhra pradesh
516312,y.s.r.,andhra pradesh
516321,y.s.r.,andhra pradesh
516329,y.s.r.,andhra pradesh
516330,y.s.r.,andhra pradesh
516339,y.s.r.,andhra pradesh
516349,y.s.r.,andhra pradesh
516350,y.s.r.,andhra pradesh
516355,y.s.r.,andhra pradesh
516356,y.s.r.,andhra pradesh
516359,y.s.r.,andhra pradesh
516360,y.s.r.,andhra pradesh
516361,y.s.r.,andhra pradesh
516362,y.s.r.,andhra pradesh
516380,y.s.r.,andhra pradesh
516390,y.s.r.,andhra pradesh
516391,y.s.r.,andhra pradesh
516396,y.s.r.,andhra pradesh
516401,y.s.r.,andhra pradesh
516411,y.s.r.,andhra pradesh
516421,y.s.r.,andhra pradesh
516431,y.s.r.,andhra pradesh
516432,y.s.r.,andhra pradesh
516433,y.s.r.,andhra pradesh
516434,y.s.r.,andhra pradesh
516439,y.s.r.,andhra pradesh
516444,y.s.r.,andhra pradesh
516454,y.s.r.,andhra pradesh
516464,y.s.r.,andhra pradesh
516474,y.s.r.,andhra pradesh
516484,y.s.r.,andhra pradesh
516501,y.s.r.,andhra pradesh
516502,y.s.r.,andhra pradesh
516503,y.s.r.,andhra pradesh
516504,y.s.r.,andhra pradesh
516505,y.s.r.,andhra pradesh
517001,chittoor,andhra pradesh
517002,chittoor,andhra pradesh
517004,chittoor,andhra pradesh
517101,chittoor,andhra pradesh
517102,tirupati,andhra pradesh
517112,chittoor,andhra pradesh
517113,chittoor,andhra pradesh
517123,chittoor,andhra pradesh
517124,chittoor,andhra pradesh
517125,chittoor,andhra pradesh
517126,chittoor,andhra pradesh
517127,chittoor,andhra pradesh
517128,chittoor,andhra pradesh
517129,chittoor,andhra pradesh
517130,chittoor,andhra pradesh
517131,chittoor,andhra pradesh
517132,chittoor,andhra pradesh
517152,tirupati,andhra pradesh
517167,chittoor,andhra pradesh
517172,chittoor,andhra pradesh
517192,chittoor,andhra pradesh
517193,tirupati,andhra pradesh
517194,tirupati,andhra pradesh
517213,chittoor,andhra pradesh
517214,annamayya,andhra pradesh
517234,chittoor,andhra pradesh
517235,annamayya,andhra pradesh
517236,annamayya,andhra pradesh
517237,chittoor,andhra pradesh
517247,chittoor,andhra pradesh
517257,chittoor,andhra pradesh
517277,annamayya,andhra pradesh
517280,annamayya,andhra pradesh
517291,annamayya,andhra pradesh
517297,annamayya,andhra pradesh
517299,annamayya,andhra pradesh
517305,annamayya,andhra pradesh
517319,annamayya,andhra pradesh
517325,annamayya,andhra pradesh
517326,annamayya,andhra pradesh
517350,annamayya,andhra pradesh
517351,annamayya,andhra pradesh
517352,annamayya,andhra pradesh
517370,annamayya,andhra pradesh
517390,annamayya,andhra pradesh
517391,annamayya,andhra pradesh
517401,chittoor,andhra pradesh
517403,chittoor,andhra pradesh
517408,chittoor,andhra pradesh
517414,chittoor,andhra pradesh
517415,chittoor,andhra pradesh
517416,chittoor,andhra pradesh
517417,annamayya,andhra pradesh
517418,annamayya,andhra pradesh
517419,chittoor,andhra pradesh
517421,chittoor,andhra pradesh
517422,chittoor,andhra pradesh
517423,chittoor,andhra pradesh
517424,chittoor,andhra pradesh
517425,chittoor,andhra pradesh
517426,chittoor,andhra pradesh
517429,chittoor,andhra pradesh
